Unnamed: 0,dt,order_id,waybill_id,courier_id,da_id,is_courier_grabbed,is_weekend,estimate_arrived_time,is_prebook,poi_id,sender_lng,sender_lat,recipient_lng,recipient_lat,grab_lng,grab_lat,dispatch_time,grab_time,fetch_time,estimate_meal_prepare_time,arrive_time,order_push_time,platform_order_time,interval,group_id
1,20221017,1,1,1,1,1,1,2022-10-16 16:31:04,0,1,174.52993,45.90585,174.522983,45.89825,174530062,45906005,1665936734,1665936737,1665937344,1665935995,2022-10-16 16:29:58,1665936006.0,2022-10-16 15:59:55,2022-10-16 15:58:00,
6419,20221017,6404,6419,136,0,1,0,2022-10-16 16:43:25,0,172,174.582024,45.864073,174.587792,45.843837,174580587,45864509,1665936649,1665936652,1665937175,1665936342,2022-10-16 16:30:11,1665936388.0,2022-10-16 16:05:42,2022-10-16 16:04:00,
9673,20221017,9645,9673,434,0,1,0,2022-10-16 16:57:45,0,1942,174.548337,45.870744,174.516872,45.863114,174552044,45870508,1665936885,1665936893,1665938038,1665936574,2022-10-16 16:49:18,1665936585.0,2022-10-16 16:09:34,2022-10-16 16:08:00,
9674,20221017,9646,9674,3416,0,1,0,2022-10-16 16:57:26,0,2115,174.58117,45.865499,174.587653,45.892726,174582034,45864117,1665936649,1665936652,1665937133,1665936615,2022-10-16 16:48:13,1665936628.0,2022-10-16 16:10:15,2022-10-16 16:10:00,
6422,20221017,6407,6422,2958,9,1,0,2022-10-16 16:57:11,0,650,174.570262,45.905958,174.594406,45.927496,174599611,45888212,1665937462,1665937525,1665938353,1665937029,2022-10-16 16:51:08,1665937461.0,2022-10-16 16:17:09,2022-10-16 16:16:00,
9675,20221017,9647,9675,3417,13,1,0,2022-10-16 16:56:50,0,216,174.577992,45.893484,174.587901,45.904892,174577951,45877985,1665937520,1665937528,1665937892,1665937119,2022-10-16 17:03:33,1665937133.0,2022-10-16 16:18:39,2022-10-16 16:18:00,
6423,20221017,6408,6423,1664,5,1,0,2022-10-16 17:04:02,0,902,174.553674,45.898248,174.572692,45.898897,174552865,45898086,1665938144,1665938148,1665938436,1665937793,2022-10-16 17:01:01,1665937804.0,2022-10-16 16:29:53,2022-10-16 16:28:00,
5,20221017,5,5,5,3,1,0,2022-10-16 17:15:00,0,4,174.542688,45.920329,174.530185,45.92131,174526338,45912309,1665938727,1665938741,1665940061,1665938399,2022-10-16 17:14:56,1665938403.0,2022-10-16 16:39:59,2022-10-16 16:38:00,
9677,20221017,9649,9677,247,4,1,0,2022-10-16 17:31:55,0,520,174.549286,45.83098,174.550233,45.855075,174549361,45831092,1665939404,1665939411,1665940104,1665938806,2022-10-16 17:22:03,1665938856.0,2022-10-16 16:46:46,2022-10-16 16:46:00,
6424,20221017,6409,6424,657,5,1,0,2022-10-16 17:45:09,0,902,174.553674,45.898248,174.536717,45.90493,174553692,45898186,1665940484,1665940501,1665940751,1665940263,2022-10-16 17:41:44,1665940270.0,2022-10-16 17:11:03,2022-10-16 17:10:00,
9678,20221017,9650,9678,2161,6,1,0,2022-10-16 18:06:35,0,500,174.94772,46.05297,174.986787,46.048307,174942254,46052247,1665941157,1665941367,1665942471,1665940819,2022-10-16 18:02:39,1665940837.0,2022-10-16 17:20:19,2022-10-16 17:20:00,
3167,20221017,3164,3167,1174,7,1,0,2022-10-16 17:53:58,0,212,174.563695,45.862995,174.566405,45.854317,174577116,45860136,1665941144,1665941250,1665941679,1665941029,2022-10-16 17:42:58,1665941038.0,2022-10-16 17:23:49,2022-10-16 17:22:00,
6,20221017,6,6,6,2,1,0,2022-10-16 18:07:52,0,5,174.557054,45.865154,174.579676,45.878207,174561783,45868495,1665941954,1665941993,1665942156,1665941566,2022-10-16 17:54:19,1665941872.0,2022-10-16 17:32:46,2022-10-16 17:32:00,
3168,20221017,3165,3168,935,1,1,0,2022-10-16 18:14:12,0,1566,174.55633,45.90266,174.539117,45.911339,174552964,45897340,1665942194,1665942204,1665942460,1665941650,2022-10-16 18:07:45,1665941652.0,2022-10-16 17:34:10,2022-10-16 17:34:00,
7,20221017,7,7,7,2,1,0,2022-10-16 18:26:10,0,5,174.557054,45.865154,174.53047,45.884833,174557275,45876124,1665942674,1665942684,1665943165,1665942362,2022-10-16 18:18:28,1665942670.0,2022-10-16 17:46:02,2022-10-16 17:46:00,
9679,20221017,9651,9679,617,6,1,0,2022-10-16 19:04:33,0,2493,174.953121,46.055995,174.953555,46.055708,174957271,46051475,1665944997,1665945026,1665945307,1665944960,2022-10-16 18:38:04,1665944996.0,2022-10-16 18:29:20,2022-10-16 18:28:00,
3169,20221017,3166,3169,136,0,1,0,2022-10-16 19:00:29,0,822,174.579138,45.863502,174.591415,45.857328,174579546,45868786,1665945134,1665945139,1665945420,1665945028,2022-10-16 18:44:57,1665945029.0,2022-10-16 18:30:28,2022-10-16 18:30:00,
9,20221017,9,9,9,5,1,0,2022-10-16 19:29:17,0,7,174.554756,45.8962,174.560681,45.888878,174555549,45896141,1665946604,1665946623,1665946951,1665946511,2022-10-16 19:13:11,1665946517.0,2022-10-16 18:55:11,2022-10-16 18:54:00,
6425,20221017,6410,6425,12,6,1,0,2022-10-16 19:35:39,0,930,174.941999,46.045428,174.943384,46.045128,174938219,46042719,1665946857,1665946862,1665947383,1665946830,2022-10-16 19:11:49,1665946839.0,2022-10-16 19:00:30,2022-10-16 19:00:00,
10,20221017,10,10,10,0,1,0,2022-10-16 19:52:08,0,8,174.575309,45.857403,174.578498,45.853516,174572714,45860220,1665948254,1665948263,1665948809,1665948120,2022-10-16 19:37:38,1665948132.0,2022-10-16 19:22:00,2022-10-16 19:22:00,
3170,20221017,3167,3170,136,0,1,0,2022-10-16 19:55:08,0,315,174.579074,45.86248,174.571308,45.861288,174577311,45862443,1665948434,1665948437,1665948645,1665948301,2022-10-16 19:34:51,1665948309.0,2022-10-16 19:25:01,2022-10-16 19:24:00,
9680,20221017,9652,9680,311,18,1,0,2022-10-16 20:11:42,0,812,174.56895,45.765037,174.557604,45.747789,174570038,45764884,1665948717,1665948732,1665949967,1665948667,2022-10-16 20:00:10,1665948704.0,2022-10-16 19:31:07,2022-10-16 19:30:00,
9681,20221017,9653,9681,3418,0,1,0,2022-10-16 20:18:28,0,2494,174.571023,45.863811,174.58874,45.8735,174572478,45860535,1665949604,1665949636,1665950161,1665948986,2022-10-16 20:09:18,1665948988.0,2022-10-16 19:36:26,2022-10-16 19:36:00,
9683,20221017,9655,9683,11,0,1,0,2022-10-16 20:21:53,0,893,174.55168,45.85359,174.564235,45.86476,174545919,45861223,1665950234,1665950503,1665950997,1665949909,2022-10-16 20:22:53,1665949916.0,2022-10-16 19:51:49,2022-10-16 19:50:00,
9684,20221017,9656,9684,3419,5,1,0,2022-10-16 20:53:04,0,357,174.55144,45.88661,174.554206,45.853583,174551491,45887178,1665950294,1665950303,1665950613,1665950279,2022-10-16 20:16:45,1665950284.0,2022-10-16 19:57:59,2022-10-16 19:56:00,
6427,20221017,6412,6427,2538,5,1,0,2022-10-16 22:03:19,0,203,174.55079,45.887243,174.577558,45.902195,174548840,45889290,1665955544,1665955546,1665955765,1665955381,2022-10-16 21:53:25,1665955400.0,2022-10-16 21:23:01,2022-10-16 21:22:00,
