Unnamed: 0,dt,order_id,waybill_id,courier_id,da_id,is_courier_grabbed,is_weekend,estimate_arrived_time,is_prebook,poi_id,sender_lng,sender_lat,recipient_lng,recipient_lat,grab_lng,grab_lat,dispatch_time,grab_time,fetch_time,estimate_meal_prepare_time,arrive_time,order_push_time,platform_order_time,interval,group_id
284987,20221017,186234.0,284987.0,2690.0,9.0,1.0,0.0,2022-10-17 10:02:41,0.0,2229.0,174.650344,45.874703,174.635266,45.879228,174648641.0,45874439.0,1665998961.0,1665998983.0,1665999249.0,1665998457.0,2022-10-17 09:49:25,1665998677.0,2022-10-17 09:20:57,2022-10-17 09:20:00,1
202918,20221017,192063.0,202918.0,211.0,12.0,1.0,0.0,2022-10-17 10:01:03,0.0,2654.0,174.533887,45.895807,174.51849,45.904015,174544803.0,45885751.0,1665998836.0,1665998847.0,1666000030.0,1665998452.0,2022-10-17 10:04:51,1665998465.0,2022-10-17 09:20:52,2022-10-17 09:20:00,1
19671,20221017,19543.0,19671.0,2329.0,17.0,1.0,0.0,2022-10-17 09:54:43,0.0,820.0,174.595752,45.871225,174.598288,45.880706,174590392.0,45874686.0,1665998752.0,1665998765.0,1665999695.0,1665998441.0,2022-10-17 09:51:38,1665998443.0,2022-10-17 09:20:41,2022-10-17 09:20:00,2
235923,20221017,221673.0,235923.0,121.0,5.0,1.0,0.0,2022-10-17 10:16:41,0.0,357.0,174.55144,45.88661,174.594665,45.891515,174544167.0,45895620.0,1665998537.0,1665998541.0,1665999059.0,1665998491.0,2022-10-17 10:17:54,1665998502.0,2022-10-17 09:21:31,2022-10-17 09:20:00,2
209443,20221017,197967.0,209443.0,2088.0,7.0,1.0,0.0,2022-10-17 10:06:08,0.0,336.0,174.581477,45.866836,174.590666,45.851991,174579249.0,45858122.0,1665998812.0,1665998827.0,1665999346.0,1665998619.0,2022-10-17 09:58:01,1665998649.0,2022-10-17 09:23:39,2022-10-17 09:22:00,3
245647,20221017,230323.0,245647.0,1964.0,0.0,1.0,0.0,2022-10-17 10:05:01,0.0,325.0,174.579924,45.88075,174.590414,45.885765,174571600.0,45874715.0,1665999377.0,1665999385.0,1666000102.0,1665998632.0,2022-10-17 09:58:44,1665998643.0,2022-10-17 09:23:52,2022-10-17 09:22:00,3
559435,20221017,493556.0,559435.0,1605.0,0.0,1.0,0.0,2022-10-17 10:14:12,0.0,1535.0,174.579529,45.859254,174.559494,45.87716,174572445.0,45860104.0,1665998598.0,1665998613.0,1665999089.0,1665998568.0,2022-10-17 10:13:03,1665998592.0,2022-10-17 09:22:48,2022-10-17 09:22:00,4
248837,20221017,233153.0,248837.0,2506.0,13.0,1.0,0.0,2022-10-17 10:08:02,0.0,67.0,174.581517,45.887808,174.564571,45.907982,174583344.0,45885555.0,1665999142.0,1665999168.0,1665999445.0,1665998573.0,2022-10-17 09:53:43,1665998583.0,2022-10-17 09:22:53,2022-10-17 09:22:00,4
321025,20221017,296160.0,321025.0,194.0,9.0,1.0,0.0,2022-10-17 10:01:18,0.0,397.0,174.601021,45.866961,174.610603,45.859911,174599308.0,45871302.0,1665999142.0,1665999149.0,1665999295.0,1665998759.0,2022-10-17 09:50:38,1665998778.0,2022-10-17 09:25:59,2022-10-17 09:24:00,5
565905,20221017,498732.0,565905.0,260.0,2.0,1.0,0.0,2022-10-17 10:12:02,0.0,88.0,174.54571,45.868335,174.564966,45.86001,174544695.0,45868641.0,1665999286.0,1665999319.0,1665999777.0,1665998673.0,2022-10-17 09:55:01,1665998935.0,2022-10-17 09:24:33,2022-10-17 09:24:00,5
